city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa,date_time,avg_speed_kmh,vehicle_count,accident_count,area,congestion_level,road_condition
London,Autumn,12.278310447666296,70.60092095165004,0.0,28.34773630090301,2678.0,Rain,1014.9941356988325,2024-09-08 14:16:00,31.018278320368488,2755.4787379972568,0.0,Kensington,Medium,Damaged
London,Autumn,15.569293499852048,51.0,5.630510051128908,26.53438799237809,1251.0,Clear,1023.823777819486,2024-09-14 08:40:00,69.67949011661858,1537.0,1.0,Camden,Medium,Damaged
London,Autumn,8.110739356615486,60.0,2.498212740351855,42.31692505460723,6881.0,Rain,1023.67155694745,2024-10-25 05:14:00,26.101426973844504,272.0,4.0,Islington,High,Snowy
London,Autumn,18.04714464313091,69.0,12.56798893307993,53.79589869725156,3134.0,Snow,989.599430561246,2024-10-11 00:35:00,44.79492554270174,5115.0,3.0,Southwark,High,Dry
London,Winter,21.475884537930437,80.0,9.88541639222835,5.737670422907272,6046.0,Snow,991.4993214324052,2024-12-02 15:51:00,69.72456019192867,5929.0,7.0,Westminster,High,Dry
London,Winter,11.127108982319678,52.0,0.0,47.40010245973517,2316.0,Storm,1027.7283855181763,2024-12-19 13:45:00,78.8665859837717,2860.0,2.0,Southwark,Medium,Dry
London,Autumn,19.81031913531683,70.60092095165004,8.573362412722645,39.02854140948697,8112.0,Clear,1026.1529852419817,2024-10-30 23:25:00,78.57847753331592,942.0,2.0,Southwark,High,Damaged
London,Winter,10.987388317619374,73.0,0.0,31.271798894915225,6237.0,Rain,987.4468884840765,2024-12-29 05:05:00,67.58450130324803,1292.0,2.0,Southwark,Low,Wet
London,Spring,17.285780020354057,80.0,4.848140321501036,41.5636937313829,4792.0,Clear,1008.4000043225368,2024-03-28 03:03:00,72.02506829595315,1164.0,2.0,Kensington,High,Damaged
London,Autumn,20.189976589964942,81.0,14.043156967980195,45.583526894835884,6349.0,Rain,996.5623963632506,2024-11-13 23:37:00,41.67503685508778,622.0,5.0,Chelsea,Medium,Dry
London,Summer,18.06267236793336,81.0,0.0,46.12312683371825,5241.0,Rain,1015.290234464746,2024-07-26 20:21:00,69.42898025259208,1920.0,6.0,Westminster,Low,Wet
London,Summer,16.71799590934267,55.0,1.2566632371996065,25.97238803370154,3886.0,Snow,989.6811658899528,2024-08-22 05:24:00,39.49801399473554,772.0,2.0,Camden,Low,Wet
London,Summer,23.862999018867903,76.0,0.0,31.481998705938278,3222.0,Snow,1002.2972544730178,2024-08-14 01:17:00,45.21108134989451,193.0,2.0,Southwark,High,Wet
London,Summer,9.403039071344644,74.0,6.753632493622368,17.016993421037945,3890.0,Rain,1022.8042218479114,2024-06-04 18:46:00,41.47813419412904,3139.0,8.0,Southwark,Low,Wet
London,Spring,6.579100995481664,52.0,0.0,29.57456392487578,3415.0,Storm,986.0140937377716,2024-04-30 15:19:00,25.806585734777386,2335.0,2.0,Islington,Low,Snowy
London,Summer,13.254786897773416,84.0,5.203457514440061,10.374961398723151,4000.0,Snow,988.3627254476172,2024-08-07 01:02:00,28.624933744986905,1577.0,3.0,Greenwich,High,Snowy
London,Spring,13.789917970156347,54.0,0.0,6.243463701728345,2056.0,Storm,1024.6912333369237,2024-04-25 02:44:00,44.68911770801546,5495.0,6.0,Southwark,Medium,Dry
London,Winter,11.453221002108911,77.0,14.54610449592412,20.816354050874036,8097.0,Clear,1018.0982486080098,2024-01-10 06:01:00,52.052374019432705,1825.0,9.0,Chelsea,Low,Snowy
London,Spring,19.188243755254497,64.0,1.6209703183986577,43.71430018596435,3200.0,Clear,1026.6271266050917,2024-04-24 03:31:00,51.23526207876364,527.0,2.0,Camden,Medium,Dry
London,Summer,6.957686932430267,69.0,0.0,47.18735537614778,2677.0,Storm,982.7309826956242,2024-06-15 13:58:00,50.11755452581526,662.0,3.0,Southwark,Low,Dry
London,Winter,15.8195738376818,77.0,2.284854037164921,25.7329461608845,6115.0,Rain,1028.8923080040315,2024-12-16 22:28:00,58.05596228470984,3280.0,8.0,Islington,Medium,Snowy
London,Autumn,10.450031856306325,88.0,8.86559726848801,23.65193673430337,9088.0,Rain,990.0043163771984,2024-10-10 00:39:00,53.74294293139248,820.0,5.0,Southwark,Medium,Wet
London,Summer,15.993581237730394,66.0,7.260021031194794,26.97898669476456,6159.0,Storm,988.2491559237787,2024-08-17 02:43:00,44.612508165714274,1566.0,3.0,Islington,Low,Wet
London,Spring,15.129061513649845,71.0,0.0,33.10208421154882,2436.0,Rain,982.2186607299363,2024-03-07 05:03:00,44.90341642473729,1314.0,4.0,Greenwich,Low,Wet
London,Autumn,6.111961654058313,79.0,7.298992454292646,23.23713694180902,8304.0,Rain,1010.9897757404945,2024-10-25 22:55:00,51.40872710129754,700.0,1.0,Southwark,Medium,Dry
London,Summer,11.233167839813165,57.0,0.0,15.220061616546309,7045.0,Storm,998.8310654570324,2024-06-03 06:19:00,38.654395916905145,4687.0,10.0,Southwark,Low,Snowy
London,Spring,18.46945921233972,79.0,14.212786214155786,41.468967512640425,1433.0,Fog,1029.0827182744276,2024-04-07 09:20:00,38.22710123090498,2562.0,1.0,Chelsea,Low,Wet
London,Winter,21.171033478671347,78.0,0.0,34.033930613650924,4233.0,Storm,998.7761337863482,2024-01-25 23:01:00,32.64718553062884,3386.0,3.0,Camden,Low,Dry
London,Winter,24.387207849751025,88.0,0.0,28.91423474627083,9635.0,Rain,1008.1420798545224,2024-01-20 20:31:00,30.96965180464311,126.0,3.0,Camden,Medium,Snowy
London,Winter,7.248572334232939,62.0,1.2719122208005622,22.991423071823192,20000.0,Storm,1014.575049031167,2024-12-13 15:03:00,27.64913345705679,2688.0,0.0,Islington,Low,Dry
London,Winter,5.378210277900084,86.0,24.78584697527597,33.883737688155925,2999.0,Storm,1015.1018360241058,2024-02-29 05:01:00,71.28306015877732,586.0,0.0,Westminster,Medium,Damaged
London,Autumn,11.5131354280466,80.0,0.8837780856018709,13.590537979140125,8905.0,Snow,1019.048734994617,2024-11-27 01:20:00,57.562155460332,148.0,5.0,Chelsea,High,Wet
London,Spring,15.198134766296178,86.0,0.0,18.335752122229827,4559.0,Storm,1004.5468397007725,2024-04-19 19:58:00,66.69429264117765,2251.0,5.0,Chelsea,High,Dry
London,Autumn,18.19015024186326,79.0,26.47345345829761,29.84622865314814,4817.0,Rain,1025.6429646787988,2024-09-28 03:54:00,38.98962560068824,946.0,3.0,Greenwich,Low,Dry
London,Autumn,6.824924051061903,55.0,0.0,26.71340538876559,20000.0,Clear,985.4253963990656,2024-10-14 14:03:00,27.45198412717337,1899.0,1.0,Islington,High,Wet
London,Winter,7.86564337853102,55.0,5.449415354375202,35.03066274733755,8798.0,Storm,1013.4143327968673,2024-01-14 19:54:00,39.51197990624547,1127.0,1.0,Kensington,High,Dry
London,Winter,13.668472925116294,78.0,1.971415638263529,14.638721192155677,5363.0,Rain,1004.2459457703524,2024-01-25 21:24:00,56.47437138788284,858.0,0.0,Southwark,Unknown,Dry
London,Autumn,14.368935914342323,62.0,5.204586044938548,4.394314977778571,8060.0,Storm,1020.8877884137872,2024-02-14 18:59:00,46.40109556458332,5719.0,3.0,Greenwich,Low,Dry
London,Winter,21.69743971250925,51.0,13.708484115615123,30.32160167083602,7176.0,Snow,1016.067017693907,2024-01-04 16:43:00,60.30715466537373,587.0,4.0,Southwark,High,Dry
London,Winter,19.718428407751013,81.0,6.837561188550047,38.50146442235632,5509.0,Snow,1004.0524747864092,2024-12-30 12:14:00,25.824595753001724,1115.0,4.0,Chelsea,Low,Dry
London,Winter,9.36451138903699,65.0,23.08186846351039,17.015562937265695,5070.0,Fog,998.8846164199448,2024-02-10 13:36:00,49.38316774174879,937.0,5.0,Islington,Low,Damaged
London,Autumn,16.954114952439312,78.0,0.0,25.113366268297973,2961.0,Clear,1023.7109998101616,2024-11-19 04:17:00,62.51761691570351,1692.0,3.0,Greenwich,High,Dry
London,Winter,5.308384563143025,77.0,0.0,39.2787425971289,2896.0,Fog,993.3636825218856,2024-01-20 12:26:00,35.96060546264499,4974.0,6.0,Greenwich,Medium,Dry
London,Spring,16.012673530722804,59.0,0.3025669786792164,41.22396454190398,8877.0,Clear,1027.680992838693,2024-04-02 06:43:00,41.62335070189279,7353.0,14.0,Chelsea,Medium,Dry
London,Summer,7.979651818624964,70.0,16.854082651540743,41.17718186759188,7711.0,Storm,999.3617560836756,2024-08-18 21:28:00,46.57313084062596,1749.0,3.0,Greenwich,Low,Dry
London,Summer,22.28466184108188,61.0,5.717891487762761,1.849270131753343,6890.0,Fog,1019.3550296259912,2024-06-15 06:00:00,44.9391555195114,2536.0,3.0,Chelsea,Low,Damaged
London,Spring,21.433729173654324,78.0,13.786912077495074,13.92709379811678,8083.0,Clear,987.3123185471436,2024-04-30 17:16:00,27.91362167407927,1081.0,2.0,Southwark,Low,Damaged
London,Winter,24.83539611423198,73.0,19.687066448756205,32.474740017704875,1727.0,Snow,993.0217318817016,2024-01-25 00:35:00,52.96029202154209,3061.0,6.0,Chelsea,Low,Snowy
London,Autumn,9.428949912729609,84.0,1.017290077012753,16.626682401386738,1641.0,Fog,1018.3617527596,2024-10-26 21:00:00,47.198097307674345,2392.0,5.0,Kensington,Low,Dry
London,Spring,14.730695427481084,81.0,0.0,44.90323500365117,3618.0,Clear,1004.367107066922,2024-05-22 07:12:00,39.89758507737205,2997.0,3.0,Camden,Low,Dry
London,Summer,16.856076957770682,82.0,0.0,31.004185282214184,1457.0,Snow,1024.6088977433558,2024-07-11 09:51:00,56.27728135971974,6583.0,3.0,Southwark,Low,Dry
London,Winter,22.15303199857228,78.0,0.0,42.550865069171095,8009.0,Rain,990.11591031987,2024-01-09 03:59:00,26.933291607930045,436.0,2.0,Westminster,Low,Dry
London,Spring,19.753011432367373,61.0,6.094028495045415,33.232384944057074,3629.0,Fog,1025.4130714255116,2024-05-27 07:48:00,51.81352519818104,2977.0,10.0,Greenwich,Low,Dry
London,Autumn,21.284898890812062,55.0,0.0,32.878697036104164,6260.0,Rain,1013.5066754760592,2024-10-26 13:40:00,89.60977902702692,3112.0,6.0,Greenwich,Low,Snowy
London,Summer,11.046365972610223,57.0,3.0574104683468324,32.94274577452258,4311.0,Storm,1025.667692308353,2024-06-03 06:33:00,38.654395916905145,4687.0,10.0,Southwark,Low,Snowy
London,Winter,23.96212748876593,75.0,2.244622252273427,25.426934115539265,5901.0,Rain,1028.1908169738892,2024-12-01 16:46:00,50.660901333183205,1725.0,0.0,Westminster,Low,Wet
London,Winter,21.78957796564428,63.0,0.8655899052688367,33.87024684178214,2043.0,Snow,1020.3914541528296,2024-12-28 02:00:00,34.23629648858677,310.0,4.0,Kensington,Medium,Damaged
London,Summer,21.3328139031217,63.0,25.99272827212685,51.140703106222034,4825.0,Storm,1018.0187669512028,2024-07-19 17:46:00,34.58925200194375,2451.0,0.0,Camden,Medium,Dry
London,Autumn,18.74610556035794,73.0,0.5471387620013761,44.75189815807988,9076.0,Fog,1017.2749389388464,2024-09-19 13:12:00,37.653682644078124,5787.0,5.0,Chelsea,Low,Wet
London,Autumn,9.164804622026534,64.0,8.040955282220331,37.9642934782532,4472.0,Clear,1011.5420518781508,2024-10-16 01:59:00,41.68330581832786,2526.0,9.0,Chelsea,Low,Dry
London,Winter,15.584082249574209,58.0,0.0,33.73422816056497,7786.0,Storm,995.7213101804796,2024-01-02 16:20:00,65.78155796088595,412.0,2.0,Greenwich,Medium,Damaged
London,Winter,17.515560240795008,88.0,0.0,26.64596893942739,3582.0,Storm,984.822857100606,2024-02-21 10:16:00,49.13328114013797,1988.0,5.0,Camden,Low,Damaged
London,Autumn,19.012607202332585,52.0,12.766995082395578,29.635163729023784,6080.0,Rain,1019.55895273107,2024-10-13 06:58:00,71.51635258671348,1871.0,4.0,Kensington,Unknown,Wet
London,Summer,15.311430462005877,55.0,0.0,30.54098568398541,4067.0,Snow,1028.7944933978558,2024-07-11 05:49:00,58.547528170306975,1358.0,2.0,Islington,High,Snowy
London,Summer,21.03958790522688,62.0,0.0,4.349943007095007,9875.0,Snow,1005.0479686302784,2024-07-12 19:36:00,57.31905476052786,2912.0,0.0,Westminster,Medium,Wet
London,Summer,21.869615308277066,68.0,9.736664644331736,32.70306442230826,5509.0,Rain,1022.9031097775172,2024-08-12 14:35:00,51.46176504385783,1433.0,3.0,Chelsea,Medium,Snowy
London,Winter,5.047618024732399,51.0,0.0,43.42524706395256,3134.0,Clear,980.7173207533008,2024-12-17 06:09:00,26.0333269025036,1119.0,0.0,Southwark,Low,Snowy
London,Spring,13.918907234304791,75.0,4.225045138440763,28.60029378607945,4769.0,Storm,1005.8911171014594,2024-04-03 14:59:00,30.087828664633506,2868.0,0.0,Camden,Low,Damaged
London,Summer,13.177338716384966,58.0,7.7485751749402,0.0,7887.0,Storm,998.7230460319132,2024-08-29 01:18:00,76.05693199960523,758.0,4.0,Chelsea,Medium,Dry
London,Winter,17.62324184535722,74.0,2.0689301563300875,22.168462715045564,8874.0,Storm,1004.4451770201764,2024-12-21 06:07:00,63.518285236869616,3220.0,7.0,Kensington,Low,Damaged
London,Spring,24.8434009960309,52.0,11.885264259660577,22.973776462635325,9024.0,Fog,1025.920068067256,2024-04-18 12:48:00,38.560114795828,2928.0,10.0,Southwark,Low,Dry
London,Spring,7.970930950999994,90.0,10.748968910267113,26.167673547649137,5353.0,Fog,980.5502451053504,2024-04-24 11:39:00,73.67182635969655,1230.0,0.0,Westminster,Low,Dry
London,Autumn,16.428659946725233,86.0,7.486184012324672,47.90869474122989,2773.0,Clear,1029.9289838856046,2024-10-18 12:36:00,50.96893701754596,2475.0,0.0,Greenwich,Unknown,Wet
London,Summer,11.871520164587132,68.0,0.0,30.32160167083602,3784.0,Snow,1005.0479686302784,2024-08-02 05:48:00,31.95516782299784,5028.0,3.0,Camden,High,Dry
London,Autumn,5.405694332215156,60.0,12.43603614157439,14.856508220136035,3901.0,Fog,1006.0332631312256,2024-10-02 05:13:00,49.3845287825484,2242.0,8.0,Camden,Low,Wet
London,Autumn,12.829837103105518,83.0,0.0,59.75017000850866,4307.0,Fog,1016.0116418331728,2024-11-04 16:35:00,51.89189170536852,4035.0,4.0,Kensington,Low,Dry
London,Spring,7.288077742405177,58.0,13.389720813998409,15.601183664627628,9482.0,Fog,1002.8885974528876,2024-04-09 03:11:00,24.789081861679996,1381.0,2.0,Chelsea,High,Damaged
London,Summer,19.118279261451445,61.0,2.66473070838327,49.03562877156261,7782.0,Rain,991.2980190050882,2024-06-07 01:24:00,22.889923407141005,224.0,1.0,Southwark,High,Wet
London,Winter,13.263352213047622,90.0,0.0,37.966229721176845,4933.0,Rain,1020.6156521870817,2024-12-29 16:59:00,24.001103420685887,2740.0,5.0,Greenwich,Medium,Snowy
London,Autumn,7.627996785371963,58.0,0.0,30.32160167083602,2809.0,Storm,1021.0312627906308,2024-10-25 19:54:00,39.0782692295474,1952.0,5.0,Islington,Low,Wet
London,Spring,20.654156240681058,55.0,2.843268119615183,30.48820161550516,3119.0,Storm,1004.6687976505782,2024-05-12 04:20:00,66.04749706628746,2737.0,3.0,Islington,Low,Snowy
London,Autumn,14.654771089681232,61.0,11.03185991942152,25.52446965105993,5845.0,Clear,1008.3128013350416,2024-11-15 20:58:00,50.96893701754596,503.0,5.0,Greenwich,Low,Wet
London,Autumn,19.13502214242252,75.0,13.579708360627189,72.97640519532901,6325.0,Clear,999.290900097852,2024-10-19 19:41:00,76.85072107997604,550.0,1.0,Southwark,High,Snowy
London,Summer,7.685775647468693,88.0,3.060563430676665,17.232297000091044,9056.0,Clear,1000.6445323277136,2024-08-27 13:17:00,35.44647360186269,3427.0,8.0,Camden,Medium,Wet
London,Summer,5.353407852736187,52.0,25.562559927283974,28.19787757580134,2951.0,Fog,999.1814938374296,2024-06-24 17:34:00,55.06561146765296,962.0,5.0,Southwark,Medium,Damaged
London,Spring,11.390927847053394,52.0,15.123087934866188,58.819022240833405,1191.0,Fog,1008.89037222656,2024-05-27 18:13:00,46.950005643064145,1945.0,8.0,Greenwich,Low,Dry
London,Summer,8.044932124239324,87.0,21.44078313538281,28.504994555568025,5509.0,Snow,1020.9738355215504,2024-08-07 04:16:00,68.24924684933367,3462.0,4.0,Camden,Medium,Dry
London,Summer,24.21531657026921,70.0,2.5077123226084246,55.68491689087169,3104.0,Rain,1005.0479686302784,2024-06-27 20:47:00,71.84830163893741,2694.0,5.0,Chelsea,High,Wet
London,Summer,18.892308154886656,64.0,11.138587725223775,53.68823386870128,6823.0,Rain,1002.7202603877832,2024-07-02 02:45:00,51.54550856372849,923.0,3.0,Camden,Medium,Dry
London,Winter,15.031696361093813,62.0,80.0,24.733066850839965,6702.0,Rain,982.1945794371744,2024-12-27 12:42:00,39.924708496847146,1631.5778816199377,5.0,Southwark,Low,Wet
London,Spring,21.21290388601994,79.0,13.7101919863616,28.661792346933115,4592.0,Snow,990.4211145379388,2024-03-28 10:44:00,35.840620745166305,1391.0,4.0,Southwark,High,Wet
London,Winter,21.41710214070339,67.0,8.486555231921864,16.767470314191396,2633.0,Fog,994.0775664489828,2024-01-18 22:06:00,47.034678607106805,5059.0,8.0,Islington,High,Dry
London,Spring,24.03444584596887,61.0,16.690512039814486,3.653026214060354,2985.0,Fog,1004.6752088563754,2024-03-23 19:16:00,53.090453209981234,1612.4787379972565,3.0,Kensington,High,Damaged
London,Autumn,24.32586527695325,87.0,3.275354503136517,33.119571374754365,5903.0,Storm,996.141092542026,2024-10-20 17:11:00,37.27885217664727,2016.0,0.0,Southwark,Medium,Snowy
London,Autumn,14.654771089681232,76.0,6.706581865902543,38.18728609626462,7533.0,Snow,1023.3445282591044,2024-09-09 20:08:00,44.70724461589642,3876.0,4.0,Westminster,Low,Wet
London,Autumn,20.724721917496822,79.0,5.876108862461637,4.258342550497389,6060.0,Fog,1027.389027382068,2024-11-28 19:52:00,30.011474272358857,4693.0,7.0,Kensington,Low,Wet
London,Summer,21.364023374351795,73.0,15.107153787707489,54.55110985785076,20000.0,Clear,1013.3716224146956,2024-06-30 13:54:00,63.80685911784133,2081.0,1.0,Islington,High,Dry
London,Winter,20.96805107117181,58.0,7.293080984748899,44.64583635381271,5509.0,Clear,988.113463211908,2024-12-08 09:12:00,49.421755716951914,1820.0,9.0,Camden,High,Snowy
London,Summer,8.360349846869896,66.0,6.8731454512166925,0.0,2291.0,Snow,985.1507464562076,2024-07-13 04:08:00,41.64412702706058,839.0,5.0,Southwark,High,Wet
London,Winter,8.482660231653137,69.0,5.373710803361291,22.269055001253832,1970.0,Snow,989.3751873713596,2024-12-11 11:24:00,73.61398655736771,1638.0,0.0,Islington,High,Damaged
London,Autumn,13.128925041467774,72.0,12.567806478693244,58.987798661955054,1027.0,Storm,1014.3898194004348,2024-09-24 23:06:00,21.351118252908016,2406.0,1.0,Kensington,Unknown,Wet
London,Spring,9.698866240655375,50.0,16.65889676723335,22.473509778680597,3651.0,Snow,1026.245241693381,2024-05-05 16:57:00,60.455333852639434,5956.0,1.0,Camden,Low,Snowy
London,Winter,23.96173477276051,56.0,9.975815356069846,27.30037090326904,5407.0,Clear,1017.630178426984,2024-02-10 19:03:00,58.21792085663684,2586.0,0.0,Greenwich,Medium,Snowy
London,Autumn,14.654771089681232,67.0,0.0,4.703950176388506,6123.0,Storm,995.192383960594,2024-11-02 16:43:00,58.21448567593495,2052.0,4.0,Islington,High,Dry
London,Spring,23.19615330632912,81.0,27.46790771782084,12.298079713266244,2603.0,Rain,985.13097845987,2024-05-19 06:44:00,65.93992846493086,734.0,3.0,Chelsea,Low,Snowy
London,Autumn,11.505788254791767,84.0,0.0,30.32160167083602,4224.0,Rain,1015.1661816141956,2024-09-30 20:06:00,69.61292703114218,1784.0,0.0,Islington,Low,Dry
London,Spring,10.041149294410808,51.0,11.85138540613094,34.16328171496928,2049.0,Clear,1008.7076902035768,2024-05-28 05:02:00,56.597465709240666,4000.0,1.0,Kensington,Low,Dry
London,Spring,7.818187134691925,77.0,7.263251298675742,21.21055610317991,4167.0,Fog,989.1510865901068,2024-04-02 03:39:00,25.56789327833227,2206.0,2.0,Southwark,High,Damaged
London,Autumn,22.079671131426288,74.0,0.0,51.21435962213981,6895.0,Snow,983.6149066197112,2024-10-25 11:42:00,49.78927698695845,2035.2089783281733,5.0,Southwark,Low,Snowy
London,Summer,8.38149708883134,60.0,0.0,23.558536578494547,8571.0,Rain,1011.0748547044052,2024-08-18 21:29:00,46.57313084062596,1749.0,3.0,Greenwich,Low,Dry
London,Winter,7.439110472543764,83.0,7.072637435813554,27.79169986005818,7936.0,Snow,985.2354942450868,2024-02-24 17:53:00,66.83167896037659,2637.0,8.0,Islington,Low,Wet
London,Winter,20.77296455434287,81.0,9.519966221975965,38.07215880309237,5803.0,Rain,1021.6556552065188,2024-12-23 17:27:00,45.95661696963188,5069.0,4.0,Southwark,Medium,Snowy
London,Spring,6.99701424496086,78.0,0.0,43.26687636713405,4538.0,Snow,982.520360259608,2024-04-18 19:16:00,54.40106025516975,836.0,0.0,Westminster,Unknown,Wet
London,Spring,5.748139917101369,55.0,0.1670734427413958,72.4009416188097,3464.0,Clear,1008.0679866252004,2024-05-23 12:31:00,28.202031949878908,3137.0,7.0,Islington,Low,Snowy
London,Autumn,12.496917339856592,77.0,0.0,5.748570145452987,5054.0,Snow,1015.6096462168738,2024-11-19 11:56:00,65.48214054885867,1813.0,4.0,Kensington,Low,Wet
London,Winter,7.103437691386008,78.0,0.0,26.801873173646563,2953.0,Storm,987.1683780829652,2024-12-11 15:43:00,51.080760257302686,998.0,1.0,Islington,Low,Wet
London,Summer,17.546106626874447,74.0,10.175421882122864,41.424827215210414,3099.0,Fog,1016.4834997191124,2024-07-28 05:30:00,59.24181990905024,3602.0,3.0,Camden,Medium,Wet
London,Autumn,13.004587023484062,59.0,12.968092849616069,48.5181063110348,1422.0,Rain,1027.999286308568,2024-10-07 04:03:00,37.652199635601555,1679.0,2.0,Kensington,Low,Dry
London,Spring,23.41016894226305,70.79382303839733,1.7028336011191896,19.06316374351096,8125.0,Storm,1001.5670002615092,2024-04-01 01:18:00,38.43451982110457,1531.0,6.0,Southwark,Low,Dry
London,Spring,10.534048302389616,69.0,9.195934646764506,10.266544986866624,9796.0,Storm,1008.109742759168,2024-03-16 23:53:00,60.856867934206896,4463.0,10.0,Southwark,Low,Dry
London,Spring,11.047014567807397,81.0,19.18731245221673,42.54156923026176,8896.0,Snow,1014.2963363500542,2024-04-13 11:14:00,47.58304337991152,1634.0,1.0,Westminster,Medium,Damaged
London,Winter,8.878074125338006,72.0,0.0,60.42763178136901,3419.0,Rain,991.8134424473362,2024-02-28 16:32:00,32.61862160873558,2293.0,6.0,Greenwich,Low,Dry
London,Spring,7.941669493850494,86.0,1.9618450391923303,0.0,6549.0,Storm,1014.4573490740044,2024-05-28 18:42:00,75.42828225569299,3334.0,5.0,Greenwich,Low,Wet
London,Autumn,16.64215892914579,90.0,9.355375527597408,28.315256490196944,1544.0,Clear,1020.5004423635312,2024-09-27 06:05:00,36.722878974335885,2440.0,1.0,Camden,Low,Damaged
London,Spring,12.799206644831392,66.0,5.656692462513822,66.4882864627945,8012.0,Rain,1004.6223944217734,2024-05-05 21:50:00,64.75410182024576,1579.0,2.0,Camden,Medium,Damaged
London,Winter,23.28960930739672,78.0,25.723906445761088,24.694118546156123,3516.0,Storm,1006.365393834404,2024-12-10 07:32:00,54.760343471361466,2487.0,1.0,Islington,Medium,Damaged
London,Autumn,16.755172305706466,67.0,0.0,12.674020575409244,5479.0,Fog,987.594273296115,2024-09-12 01:51:00,64.8282946403435,673.0,2.0,Islington,Low,Wet
London,Autumn,7.883061496246184,68.0,23.827127069715495,32.48860175411797,4505.0,Clear,988.6195671629964,2024-09-10 09:50:00,26.30203678130277,409.0,10.0,Greenwich,Low,Wet
London,Spring,14.08138290278796,60.0,10.673151286117696,38.07090976372668,8698.0,Rain,1017.1426996219886,2024-04-11 05:56:00,57.356135625550586,3331.0,8.0,Camden,Medium,Wet
London,Spring,11.551309961386805,55.0,0.1539273407788197,25.58262479423441,9560.0,Rain,980.3400004771285,2024-05-12 02:35:00,62.10711453420358,451.0,3.0,Camden,Low,Snowy
London,Autumn,16.037066128910084,74.0,0.0,57.315893935167104,9584.0,Snow,1025.8563640711125,2024-09-29 09:59:00,36.59117789907227,850.0,5.0,Chelsea,High,Dry
London,Autumn,16.426036734156906,69.0,6.247703609824338,32.44755580331396,4068.0,Fog,1027.1033008341738,2024-10-04 21:38:00,38.54793426646217,3703.0,9.0,Greenwich,Low,Snowy
London,Spring,23.07092751949092,72.0,10.173516681827326,61.65451252607137,9397.0,Rain,987.1227558556774,2024-04-17 23:47:00,33.529760442147875,3360.0,6.0,Chelsea,Medium,Damaged
London,Autumn,5.99306075155555,81.0,0.0,30.97376526445037,8333.0,Snow,982.9511209872464,2024-11-21 15:07:00,100.0,4000.0,4.0,Camden,Low,Damaged
London,Summer,16.94492882143257,59.0,14.883746361808456,54.10718125897214,3712.0,Clear,1016.0591498902712,2024-06-21 19:08:00,49.14980823069618,1886.0,1.0,Westminster,High,Snowy
London,Spring,6.811660858407345,52.0,17.194891439114024,38.40484706574232,9996.0,Snow,1018.7609565198196,2024-04-10 07:10:00,61.55433704643643,3105.0,10.0,Southwark,Low,Dry
London,Spring,24.011490217022377,76.0,17.422443971645862,18.637433063440184,3351.0,Storm,995.546964430371,2024-05-28 12:02:00,75.3141441853544,6005.0,7.0,Kensington,Low,Wet
London,Autumn,11.51143598117466,72.0,16.662374117012444,16.1021385763619,7948.0,Fog,986.517842230886,2024-09-08 09:31:00,58.88763930769255,7316.0,15.0,Southwark,Low,Wet
London,Summer,5.862918589098611,75.0,2.7313225198060813,36.18726954133146,9997.0,Snow,1027.8822088803363,2024-08-02 16:40:00,40.611264650370885,2440.0,0.0,Kensington,High,Snowy
London,Winter,9.721638384733268,80.0,13.033193632489647,0.0,2622.0,Fog,1027.4633243612163,2024-02-06 08:40:00,42.88037482105194,139.0,4.0,Islington,Low,Dry
London,Autumn,20.963214850248963,85.0,0.0,16.500303708832163,9321.0,Clear,1006.2643649754168,2024-11-22 10:32:00,49.073711768898114,2382.0,9.0,Greenwich,Low,Wet
London,Winter,13.768188925165049,78.0,4.191041742783538,22.92934639301661,2221.0,Rain,1021.0811940219564,2024-02-17 09:36:00,50.29504851020712,2973.0,0.0,Camden,Medium,Wet
London,Autumn,10.995811294748275,51.0,0.0,46.52495005889647,7824.0,Clear,1009.1851070924394,2024-09-07 22:36:00,59.21297655728881,5087.0,6.0,Islington,Low,Wet
London,Autumn,21.27628273073575,70.60092095165004,0.0,14.163833184421366,1891.0,Rain,987.9713355519932,2024-11-28 15:35:00,100.0,2184.0,5.0,Camden,High,Damaged
London,Spring,17.116124183783104,80.0,0.0,40.58336910524736,5097.0,Fog,1023.9234784658393,2024-05-16 07:08:00,63.06321925801776,882.0,2.0,Islington,High,Damaged
London,Spring,7.538612149622496,67.0,4.463598646046718,22.52437255069153,1480.0,Storm,996.7505513158096,2024-05-12 05:23:00,46.7100077951003,3034.0,7.0,Southwark,Low,Dry
London,Autumn,20.87982897543069,58.0,2.315759955274355,50.79253950454203,3437.0,Storm,994.7028055050226,2024-11-14 07:50:00,66.95215846052334,493.0,1.0,Greenwich,Medium,Damaged
London,Spring,23.61559962834153,75.0,0.0,38.84884129509133,4681.0,Rain,1017.4304253263429,2024-04-08 21:46:00,56.3327490239342,2743.0,5.0,Chelsea,Medium,Dry
London,Winter,5.261578933615878,82.0,13.096455445164288,6.163309826457052,6053.0,Snow,1014.7037302795596,2024-02-16 14:35:00,58.25712396728629,1838.0,4.0,Westminster,Medium,Snowy
